0	-0.422
0.1	-0.364
0.2	-0.3032
0.3	-0.2396
0.4	-0.1748
0.5	-0.108
0.6	-0.0388
0.7	0.032
0.8	0.104
0.9	0.1768
1	0.2516
1.1	0.3276
1.2	0.4048
1.3	0.4824
1.4	0.5612
1.5	0.6408
1.6	0.7216
1.7	0.8032
1.8	0.8852
1.9	0.9676
2	1.0512
2.1	1.1356
2.2	1.2204
2.3	1.3048
2.4	1.3908
2.5	1.4764
2.6	1.5636
2.7	1.65
2.8	1.7368
2.9	1.8244
3	1.9124
3.1	2.0008
3.2	2.0896
3.3	2.1772
3.4	2.266
3.5	2.3556
3.6	2.4444
3.7	2.534
3.8	2.6236
3.9	2.7132
4	2.8032
4.1	2.8932
4.2	2.9832
4.3	3.074
4.4	3.1652
4.5	3.2556
4.6	3.3452
4.7	3.4368
4.8	3.5272
4.9	3.6184
5	3.7092
